name,club,Position,Appearances,Goals,Shots,Assists,Passes,Crosses,Fouls,Offsides,Tackles,Interceptions,Clearances,Headed Clearance,Recoveries,Successful 50/50s,Headed goals,Shots on target,Big chances missed,Big chances created,Yellow cards,Red cards,Blocked shots,Tackle success %,Last man tackles,Errors leading to goal,Duels won,Duels lost,Aerial battles won,Aerial battles lost,Cross accuracy %,Accurate long balls,age,height_cm,overall,potential,wage_eur,pace,shooting,passing,dribbling,defending,physic,player_url,gpg,crosspg,ppg,apg,bspg,fpg,opg,tpg,ipg,clearpg,rpg,ffpg,bcpg,lbpg,aerial_win,duel_win,shot_accuracy,chances_missed
"frozenset({'Mario', 'Lemina'})",Southampton,Midfielder,26,1,27.0,1,1018,11.0,32,2.0,56.0,37.0,33.0,21.0,140.0,56.0,0.0,7.0,0.0,1.0,2.0,0.0,6.0,73.0,,1.0,154.0,102.0,25.0,13.0,9.0,43.0,25.0,184.0,78.0,83.0,53000.0,72.0,68.0,76.0,78.0,72.0,72.0,https://sofifa.com/player/212811/mario-lemina/20/159586,0.038461538461538464,0.4230769230769231,39.15384615384615,0.038461538461538464,0.23076923076923078,1.2307692307692308,0.07692307692307693,2.1538461538461537,1.4230769230769231,1.2692307692307692,5.384615384615385,2.1538461538461537,0.038461538461538464,1.6538461538461537,0.6578947368421053,0.6015625,0.25925925925925924,0.0
"frozenset({'Aaron', 'Lennon'})",Burnley,Midfielder,357,33,266.0,49,7041,956.0,137,40.0,388.0,224.0,149.0,17.0,899.0,396.0,0.0,101.0,10.0,47.0,14.0,0.0,93.0,76.0,,0.0,1158.0,1221.0,35.0,120.0,24.0,155.0,32.0,165.0,74.0,74.0,30000.0,79.0,63.0,69.0,79.0,49.0,58.0,https://sofifa.com/player/152747/aaron-lennon/20/159586,0.09243697478991597,2.6778711484593836,19.722689075630253,0.13725490196078433,0.2605042016806723,0.38375350140056025,0.11204481792717087,1.0868347338935573,0.6274509803921569,0.4173669467787115,2.518207282913165,1.1092436974789917,0.13165266106442577,0.4341736694677871,0.22580645161290322,0.48675914249684743,0.37969924812030076,0.03759398496240601
"frozenset({'Léo', 'Bonatini'})",Wolverhampton Wanderers,Forward,1,0,0.0,0,8,1.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,72.0,,,,,,,,,,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"frozenset({'Lichtsteiner', 'Stephan'})",Arsenal,Defender,1,0,,0,27,4.0,2,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,25.0,1.0,,,,,,,,,,,,,0.0,4.0,27.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0
"frozenset({'Lindegaard', 'Anders'})",Burnley,Goalkeeper,19,0,,0,312,,0,,,,,,,,,,,,0.0,0.0,,,,2.0,,,,,,56.0,,,,,,,,,,,,,0.0,0.0,16.42105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9473684210526314,0.0,0.0,0.0,0.0
"frozenset({'Lindelöf', 'Victor'})",Manchester United,Defender,18,0,,0,786,1.0,10,0.0,19.0,14.0,73.0,43.0,95.0,4.0,0.0,,,1.0,1.0,0.0,1.0,58.0,0.0,1.0,54.0,41.0,23.0,25.0,1.0,31.0,24.0,187.0,81.0,87.0,97000.0,74.0,50.0,72.0,72.0,82.0,78.0,https://sofifa.com/player/221660/victor-lindelof/20/159586,0.0,0.05555555555555555,43.666666666666664,0.0,0.05555555555555555,0.5555555555555556,0.0,1.0555555555555556,0.7777777777777778,4.055555555555555,5.277777777777778,0.2222222222222222,0.05555555555555555,1.7222222222222223,0.4791666666666667,0.5684210526315789,0.0,0.0
"frozenset({'Jesse', 'Lingard'})",Manchester United,Midfielder,84,13,124.0,8,2384,96.0,85,13.0,86.0,39.0,29.0,2.0,233.0,70.0,2.0,49.0,14.0,12.0,9.0,0.0,35.0,73.0,,0.0,245.0,343.0,12.0,61.0,18.0,46.0,26.0,175.0,82.0,82.0,135000.0,80.0,78.0,76.0,83.0,58.0,72.0,https://sofifa.com/player/207494/jesse-lingard/20/159586,0.15476190476190477,1.1428571428571428,28.38095238095238,0.09523809523809523,0.4166666666666667,1.0119047619047619,0.15476190476190477,1.0238095238095237,0.4642857142857143,0.34523809523809523,2.7738095238095237,0.8333333333333334,0.14285714285714285,0.5476190476190477,0.1643835616438356,0.4166666666666667,0.3951612903225806,0.11290322580645161
"frozenset({'Llorente', 'Fernando'})",Tottenham Hotspur,Forward,49,16,58.0,1,988,8.0,55,14.0,24.0,2.0,42.0,31.0,,,9.0,28.0,6.0,2.0,3.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,0.32653061224489793,0.16326530612244897,20.163265306122447,0.02040816326530612,0.1836734693877551,1.1224489795918366,0.2857142857142857,0.4897959183673469,0.04081632653061224,0.8571428571428571,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.4827586206896552,0.10344827586206896
"frozenset({'Hugo', 'Lloris'})",Tottenham Hotspur,Goalkeeper,206,0,,0,5165,,3,,,,,,,,,,,,3.0,0.0,,,,15.0,,,,,,1204.0,32.0,188.0,88.0,88.0,150000.0,,,,,,,https://sofifa.com/player/167948/hugo-lloris/20/159586,0.0,0.0,25.07281553398058,0.0,0.0,0.014563106796116505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.844660194174757,0.0,0.0,0.0,0.0
"frozenset({'Locadia', 'Jürgen'})",Brighton and Hove Albion,Forward,6,1,6.0,1,51,3.0,2,2.0,1.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.5,8.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
"frozenset({'Ruben', 'Loftus-Cheek'})",Chelsea,Midfielder,47,3,46.0,3,1104,13.0,26,4.0,37.0,31.0,34.0,21.0,175.0,86.0,0.0,11.0,3.0,5.0,1.0,0.0,19.0,70.0,,0.0,241.0,231.0,41.0,64.0,23.0,34.0,23.0,191.0,79.0,85.0,89000.0,70.0,67.0,76.0,81.0,62.0,79.0,https://sofifa.com/player/213666/ruben-loftus-cheek/20/159586,0.06382978723404255,0.2765957446808511,23.48936170212766,0.06382978723404255,0.40425531914893614,0.5531914893617021,0.0851063829787234,0.7872340425531915,0.6595744680851063,0.723404255319149,3.723404255319149,1.8297872340425532,0.10638297872340426,0.723404255319149,0.3904761904761905,0.510593220338983,0.2391304347826087,0.06521739130434782
"frozenset({'Long', 'Kevin'})",Burnley,Defender,20,1,,2,652,2.0,16,1.0,36.0,23.0,146.0,84.0,80.0,1.0,1.0,,,3.0,1.0,0.0,5.0,75.0,0.0,1.0,148.0,91.0,89.0,62.0,2.0,72.0,28.0,190.0,73.0,74.0,26000.0,52.0,35.0,50.0,55.0,73.0,74.0,https://sofifa.com/player/194146/kevin-long/20/159586,0.05,0.1,32.6,0.1,0.25,0.8,0.05,1.8,1.15,7.3,4.0,0.05,0.15,3.6,0.5894039735099338,0.6192468619246861,0.0,0.0
"frozenset({'Lookman', 'Ademola'})",Everton,Forward,15,1,19.0,1,139,3.0,9,2.0,6.0,3.0,5.0,1.0,,,0.0,6.0,1.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,74.0,,,,,,,,,,0.06666666666666667,0.2,9.266666666666667,0.06666666666666667,0.3333333333333333,0.6,0.13333333333333333,0.4,0.2,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.3157894736842105,0.05263157894736842
"frozenset({'Lovren', 'Dejan'})",Liverpool,Defender,139,6,,3,7871,18.0,107,3.0,215.0,253.0,918.0,536.0,620.0,9.0,4.0,,,2.0,23.0,0.0,25.0,73.0,6.0,6.0,775.0,435.0,483.0,239.0,22.0,570.0,29.0,188.0,80.0,80.0,90000.0,54.0,40.0,59.0,62.0,80.0,78.0,https://sofifa.com/player/195086/dejan-lovren/20/159586,0.04316546762589928,0.12949640287769784,56.62589928057554,0.02158273381294964,0.17985611510791366,0.7697841726618705,0.02158273381294964,1.5467625899280575,1.8201438848920863,6.60431654676259,4.460431654676259,0.06474820143884892,0.014388489208633094,4.100719424460432,0.6689750692520776,0.640495867768595,0.0,0.0
"frozenset({'Lowton', 'Matthew'})",Burnley,Defender,135,2,,11,4311,327.0,109,1.0,320.0,263.0,578.0,233.0,540.0,74.0,0.0,,,15.0,26.0,0.0,5.0,69.0,1.0,0.0,615.0,474.0,154.0,120.0,20.0,355.0,30.0,181.0,75.0,75.0,29000.0,67.0,61.0,73.0,73.0,75.0,74.0,https://sofifa.com/player/199633/matthew-lowton/20/159586,0.014814814814814815,2.422222222222222,31.933333333333334,0.08148148148148149,0.037037037037037035,0.8074074074074075,0.007407407407407408,2.3703703703703702,1.9481481481481482,4.281481481481482,4.0,0.5481481481481482,0.1111111111111111,2.6296296296296298,0.5620437956204379,0.5647382920110193,0.0,0.0
"frozenset({'Lucas', 'Moura'})",Tottenham Hotspur,Midfielder,6,0,6.0,1,134,1.0,5,0.0,5.0,3.0,3.0,3.0,14.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,60.0,,0.0,25.0,31.0,5.0,5.0,1.0,1.0,,,82.0,,,,,,,,,,0.0,0.16666666666666666,22.333333333333332,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.0,0.8333333333333334,0.5,0.5,2.3333333333333335,1.1666666666666667,0.0,0.16666666666666666,0.5,0.44642857142857145,0.3333333333333333,0.0
"frozenset({'Romelu', 'Lukaku'})",Manchester United,Forward,221,101,627.0,35,5153,242.0,173,170.0,59.0,11.0,90.0,63.0,,,21.0,285.0,72.0,35.0,15.0,0.0,151.0,,,,,,,,,,,,86.0,,,,,,,,,,0.45701357466063347,1.0950226244343892,23.316742081447963,0.1583710407239819,0.6832579185520362,0.7828054298642534,0.7692307692307693,0.2669683257918552,0.049773755656108594,0.4072398190045249,0.0,0.0,0.1583710407239819,0.0,0.0,0.0,0.45454545454545453,0.11483253588516747
"frozenset({'Maddison', 'James'})",Leicester City,Midfielder,1,0,2.0,0,37,6.0,0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,5.0,2.0,0.0,0.0,6.0,0.0,22.0,175.0,79.0,84.0,72000.0,75.0,72.0,82.0,79.0,39.0,57.0,https://sofifa.com/player/220697/james-maddison/20/159586,0.0,6.0,37.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.7142857142857143,0.5,0.0
"frozenset({'Maguire', 'Harry'})",Leicester City,Defender,71,4,,6,3027,31.0,63,7.0,122.0,120.0,331.0,226.0,435.0,83.0,2.0,,,6.0,13.0,0.0,12.0,74.0,1.0,0.0,469.0,236.0,198.0,99.0,16.0,286.0,,,,,,,,,,,,,0.056338028169014086,0.43661971830985913,42.63380281690141,0.08450704225352113,0.16901408450704225,0.8873239436619719,0.09859154929577464,1.7183098591549295,1.6901408450704225,4.661971830985915,6.126760563380282,1.1690140845070423,0.08450704225352113,4.028169014084507,0.6666666666666666,0.6652482269503546,0.0,0.0
"frozenset({'Mahrez', 'Riyad'})",Manchester City,Midfielder,140,39,300.0,27,4161,586.0,97,24.0,170.0,114.0,41.0,20.0,748.0,368.0,3.0,129.0,18.0,53.0,7.0,0.0,89.0,70.0,,0.0,885.0,1136.0,105.0,231.0,22.0,248.0,28.0,179.0,84.0,84.0,195000.0,84.0,78.0,79.0,89.0,38.0,59.0,https://sofifa.com/player/204485/riyad-mahrez/20/159586,0.2785714285714286,4.185714285714286,29.72142857142857,0.19285714285714287,0.6357142857142857,0.6928571428571428,0.17142857142857143,1.2142857142857142,0.8142857142857143,0.29285714285714287,5.3428571428571425,2.6285714285714286,0.37857142857142856,1.7714285714285714,0.3125,0.437902028698664,0.43,0.06
"frozenset({'Maitland-Niles', 'Ainsley'})",Arsenal,Midfielder,18,0,5.0,0,553,21.0,11,0.0,27.0,12.0,24.0,10.0,78.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,67.0,,0.0,62.0,62.0,6.0,15.0,24.0,24.0,21.0,177.0,75.0,84.0,41000.0,85.0,59.0,70.0,76.0,68.0,67.0,https://sofifa.com/player/225782/ainsley-maitland-niles/20/159586,0.0,1.1666666666666667,30.72222222222222,0.0,0.05555555555555555,0.6111111111111112,0.0,1.5,0.6666666666666666,1.3333333333333333,4.333333333333333,1.2222222222222223,0.05555555555555555,1.3333333333333333,0.2857142857142857,0.5,0.0,0.0
"frozenset({'Sadio', 'Mané'})",Liverpool,Forward,124,46,277.0,21,3804,193.0,134,77.0,148.0,67.0,38.0,21.0,,,2.0,111.0,36.0,26.0,16.0,3.0,67.0,,,,,,,,,,27.0,175.0,88.0,88.0,220000.0,94.0,83.0,77.0,89.0,44.0,74.0,https://sofifa.com/player/208722/sadio-mane/20/159586,0.3709677419354839,1.5564516129032258,30.677419354838708,0.1693548387096774,0.5403225806451613,1.0806451612903225,0.6209677419354839,1.1935483870967742,0.5403225806451613,0.3064516129032258,0.0,0.0,0.20967741935483872,0.0,0.0,0.0,0.4007220216606498,0.1299638989169675
"frozenset({'Eliaquim', 'Mangala'})",Manchester City,Defender,59,0,,2,2328,2.0,60,0.0,82.0,109.0,296.0,133.0,287.0,17.0,0.0,,,1.0,11.0,1.0,4.0,78.0,2.0,2.0,222.0,196.0,109.0,73.0,2.0,87.0,,,,,,,,,,,,,0.0,0.03389830508474576,39.45762711864407,0.03389830508474576,0.06779661016949153,1.0169491525423728,0.0,1.3898305084745763,1.847457627118644,5.016949152542373,4.864406779661017,0.288135593220339,0.01694915254237288,1.4745762711864407,0.5989010989010989,0.5311004784688995,0.0,0.0
"frozenset({'Javier', 'Manquillo'})",Newcastle United,Defender,51,1,,1,1342,87.0,40,9.0,98.0,64.0,122.0,55.0,155.0,29.0,0.0,,,3.0,7.0,0.0,1.0,65.0,0.0,0.0,211.0,177.0,51.0,48.0,15.0,45.0,25.0,178.0,74.0,78.0,29000.0,73.0,44.0,63.0,72.0,71.0,66.0,https://sofifa.com/player/210972/javier-manquillo-gaitan/20/159586,0.0196078431372549,1.7058823529411764,26.313725490196077,0.0196078431372549,0.0196078431372549,0.7843137254901961,0.17647058823529413,1.9215686274509804,1.2549019607843137,2.392156862745098,3.0392156862745097,0.5686274509803921,0.058823529411764705,0.8823529411764706,0.5151515151515151,0.5438144329896907,0.0,0.0
"frozenset({'Anthony', 'Martial'})",Manchester United,Forward,86,24,148.0,15,2262,153.0,83,31.0,53.0,21.0,33.0,17.0,,,2.0,59.0,9.0,24.0,5.0,0.0,41.0,,,,,,,,,,23.0,184.0,83.0,88.0,140000.0,89.0,81.0,72.0,86.0,41.0,71.0,https://sofifa.com/player/211300/anthony-martial/20/159586,0.27906976744186046,1.7790697674418605,26.302325581395348,0.1744186046511628,0.47674418604651164,0.9651162790697675,0.36046511627906974,0.6162790697674418,0.2441860465116279,0.38372093023255816,0.0,0.0,0.27906976744186046,0.0,0.0,0.0,0.39864864864864863,0.060810810810810814
"frozenset({'Martínez', 'Emiliano'})",Arsenal,Goalkeeper,6,0,,0,124,,1,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,28.0,26.0,193.0,75.0,80.0,46000.0,,,,,,,https://sofifa.com/player/202811/emiliano-martinez/20/159586,0.0,0.0,20.666666666666668,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,0.0
"frozenset({'Masuaku', 'Arthur'})",West Ham United,Defender,41,0,,4,1192,132.0,47,2.0,102.0,53.0,62.0,27.0,240.0,113.0,0.0,,,4.0,6.0,0.0,4.0,71.0,0.0,0.0,294.0,240.0,39.0,36.0,16.0,63.0,25.0,179.0,76.0,79.0,57000.0,86.0,63.0,72.0,81.0,70.0,70.0,https://sofifa.com/player/212491/arthur-masuaku/20/159586,0.0,3.2195121951219514,29.073170731707318,0.0975609756097561,0.0975609756097561,1.146341463414634,0.04878048780487805,2.4878048780487805,1.2926829268292683,1.5121951219512195,5.853658536585366,2.7560975609756095,0.0975609756097561,1.5365853658536586,0.52,0.550561797752809,0.0,0.0
"frozenset({'Ryan', 'Mat'})",Brighton and Hove Albion,Goalkeeper,39,0,,0,1085,,0,,,,,,,,,,,,0.0,0.0,,,,2.0,,,,,,373.0,,,,,,,,,,,,,0.0,0.0,27.82051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.564102564102564,0.0,0.0,0.0,0.0
"frozenset({'Juan', 'Mata'})",Manchester United,Midfielder,222,48,334.0,49,10224,1014.0,117,90.0,181.0,129.0,57.0,4.0,989.0,160.0,2.0,125.0,28.0,60.0,15.0,1.0,90.0,73.0,,1.0,566.0,805.0,19.0,57.0,24.0,575.0,31.0,170.0,82.0,82.0,135000.0,62.0,74.0,83.0,83.0,36.0,47.0,https://sofifa.com/player/178088/juan-manuel-mata-garcia/20/159586,0.21621621621621623,4.5675675675675675,46.054054054054056,0.22072072072072071,0.40540540540540543,0.527027027027027,0.40540540540540543,0.8153153153153153,0.581081081081081,0.25675675675675674,4.454954954954955,0.7207207207207207,0.2702702702702703,2.59009009009009,0.25,0.412837345003647,0.37425149700598803,0.08383233532934131
"frozenset({'Nemanja', 'Matic'})",Manchester United,Midfielder,159,5,115.0,17,9362,80.0,180,13.0,395.0,284.0,328.0,211.0,1230.0,197.0,0.0,30.0,6.0,11.0,27.0,2.0,39.0,72.0,,1.0,944.0,788.0,259.0,183.0,18.0,586.0,,,80.0,,,,,,,,,,0.031446540880503145,0.5031446540880503,58.880503144654085,0.1069182389937107,0.24528301886792453,1.1320754716981132,0.08176100628930817,2.4842767295597485,1.7861635220125787,2.0628930817610063,7.735849056603773,1.2389937106918238,0.06918238993710692,3.6855345911949686,0.5859728506787331,0.5450346420323325,0.2608695652173913,0.05217391304347826
"frozenset({'Joel', 'Matip'})",Liverpool,Defender,54,2,,0,3354,5.0,33,1.0,82.0,82.0,249.0,137.0,273.0,13.0,1.0,,,1.0,6.0,0.0,10.0,72.0,0.0,2.0,235.0,125.0,120.0,61.0,5.0,185.0,,,,,,,,,,,,,0.037037037037037035,0.09259259259259259,62.111111111111114,0.0,0.18518518518518517,0.6111111111111112,0.018518518518518517,1.5185185185185186,1.5185185185185186,4.611111111111111,5.055555555555555,0.24074074074074073,0.018518518518518517,3.425925925925926,0.6629834254143646,0.6527777777777778,0.0,0.0
"frozenset({'Mavropanos', 'Konstantinos'})",Arsenal,Defender,3,0,,0,103,0.0,2,0.0,1.0,6.0,11.0,9.0,14.0,1.0,0.0,,,0.0,0.0,1.0,0.0,100.0,0.0,0.0,8.0,9.0,4.0,7.0,0.0,6.0,21.0,194.0,70.0,82.0,24000.0,55.0,33.0,44.0,45.0,70.0,75.0,https://sofifa.com/player/242000/konstantinos-mavropanos/20/159586,0.0,0.0,34.333333333333336,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,2.0,3.6666666666666665,4.666666666666667,0.3333333333333333,0.0,2.0,0.36363636363636365,0.47058823529411764,0.0,0.0
"frozenset({'Mawson', 'Alfie'})",Fulham,Defender,65,6,,1,2962,3.0,29,1.0,61.0,65.0,391.0,221.0,357.0,42.0,3.0,,,2.0,4.0,0.0,7.0,74.0,1.0,2.0,334.0,199.0,206.0,126.0,33.0,353.0,25.0,189.0,73.0,79.0,29000.0,54.0,41.0,49.0,57.0,73.0,72.0,https://sofifa.com/player/208534/alfie-mawson/20/159586,0.09230769230769231,0.046153846153846156,45.56923076923077,0.015384615384615385,0.1076923076923077,0.4461538461538462,0.015384615384615385,0.9384615384615385,1.0,6.015384615384615,5.492307692307692,0.6461538461538462,0.03076923076923077,5.430769230769231,0.6204819277108434,0.626641651031895,0.0,0.0
"frozenset({'McArthur', 'James'})",Crystal Palace,Midfielder,206,20,151.0,9,7229,78.0,252,7.0,434.0,295.0,215.0,67.0,1038.0,105.0,5.0,50.0,6.0,12.0,32.0,0.0,49.0,77.0,,0.0,904.0,994.0,218.0,252.0,19.0,442.0,31.0,178.0,76.0,76.0,48000.0,60.0,65.0,72.0,73.0,71.0,75.0,https://sofifa.com/player/171972/james-mcarthur/20/159586,0.0970873786407767,0.3786407766990291,35.092233009708735,0.043689320388349516,0.23786407766990292,1.2233009708737863,0.03398058252427184,2.1067961165048543,1.4320388349514563,1.0436893203883495,5.038834951456311,0.5097087378640777,0.05825242718446602,2.145631067961165,0.46382978723404256,0.47629083245521603,0.33112582781456956,0.039735099337748346
"frozenset({'McCarthy', 'James'})",Everton,Midfielder,222,13,166.0,12,10002,147.0,274,2.0,587.0,393.0,352.0,123.0,1139.0,115.0,0.0,44.0,8.0,7.0,38.0,1.0,62.0,76.0,,3.0,1059.0,909.0,131.0,146.0,27.0,779.0,,,,,,,,,,,,,0.05855855855855856,0.6621621621621622,45.054054054054056,0.05405405405405406,0.27927927927927926,1.2342342342342343,0.009009009009009009,2.644144144144144,1.7702702702702702,1.5855855855855856,5.13063063063063,0.5180180180180181,0.03153153153153153,3.509009009009009,0.4729241877256318,0.538109756097561,0.26506024096385544,0.04819277108433735
"frozenset({'Kevin', 'McDonald'})",Fulham,Midfielder,27,1,16.0,1,790,18.0,21,2.0,49.0,35.0,19.0,4.0,91.0,10.0,0.0,3.0,0.0,0.0,6.0,0.0,7.0,69.0,,0.0,83.0,90.0,10.0,9.0,11.0,87.0,30.0,193.0,73.0,73.0,31000.0,49.0,59.0,70.0,67.0,70.0,75.0,https://sofifa.com/player/175314/kevin-mcdonald/20/159586,0.037037037037037035,0.6666666666666666,29.25925925925926,0.037037037037037035,0.25925925925925924,0.7777777777777778,0.07407407407407407,1.8148148148148149,1.2962962962962963,0.7037037037037037,3.3703703703703702,0.37037037037037035,0.0,3.2222222222222223,0.5263157894736842,0.4797687861271676,0.1875,0.0
"frozenset({'Dwight', 'McNeil'})",Burnley,Forward,1,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,19.0,183.0,74.0,85.0,17000.0,77.0,66.0,71.0,75.0,50.0,66.0,https://sofifa.com/player/243282/dwight-mcneil/20/159586,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"frozenset({'McQueen', 'Sam'})",Southampton,Defender,20,0,,0,364,41.0,3,1.0,20.0,18.0,28.0,13.0,63.0,2.0,0.0,,,1.0,0.0,0.0,0.0,80.0,0.0,0.0,46.0,33.0,21.0,12.0,10.0,12.0,24.0,181.0,66.0,72.0,11000.0,68.0,48.0,62.0,70.0,64.0,65.0,https://sofifa.com/player/215756/sam-mcqueen/20/159586,0.0,2.05,18.2,0.0,0.0,0.15,0.05,1.0,0.9,1.4,3.15,0.1,0.05,0.6,0.6363636363636364,0.5822784810126582,0.0,0.0
"frozenset({'Scott', 'McTominay'})",Manchester United,Midfielder,16,0,2.0,0,406,5.0,9,0.0,11.0,15.0,12.0,10.0,53.0,,0.0,1.0,0.0,0.0,3.0,0.0,0.0,82.0,,0.0,47.0,44.0,14.0,12.0,20.0,14.0,22.0,193.0,77.0,84.0,73000.0,61.0,65.0,72.0,72.0,74.0,80.0,https://sofifa.com/player/237238/scott-mctominay/20/159586,0.0,0.3125,25.375,0.0,0.0,0.5625,0.0,0.6875,0.9375,0.75,3.3125,0.0,0.0,0.875,0.5384615384615384,0.5164835164835165,0.5,0.0
"frozenset({'Mee', 'Ben'})",Burnley,Defender,97,3,,1,3384,63.0,66,3.0,146.0,170.0,694.0,449.0,496.0,21.0,2.0,,,2.0,20.0,0.0,8.0,68.0,4.0,2.0,567.0,358.0,331.0,206.0,13.0,363.0,29.0,183.0,78.0,78.0,37000.0,61.0,42.0,58.0,62.0,79.0,80.0,https://sofifa.com/player/189682/ben-mee/20/159586,0.030927835051546393,0.6494845360824743,34.88659793814433,0.010309278350515464,0.08247422680412371,0.6804123711340206,0.030927835051546393,1.5051546391752577,1.7525773195876289,7.154639175257732,5.11340206185567,0.21649484536082475,0.020618556701030927,3.7422680412371134,0.6163873370577281,0.6129729729729729,0.0,0.0
"frozenset({'Mendy', 'Nampalys'})",Leicester City,Midfielder,4,0,0.0,0,95,1.0,4,0.0,2.0,5.0,2.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,,0.0,18.0,17.0,4.0,4.0,1.0,4.0,27.0,167.0,75.0,75.0,57000.0,69.0,55.0,70.0,74.0,73.0,71.0,https://sofifa.com/player/198861/nampalys-mendy/20/159586,0.0,0.25,23.75,0.0,0.0,1.0,0.0,0.5,1.25,0.5,3.0,1.0,0.0,1.0,0.5,0.5142857142857142,0.0,0.0
"frozenset({'Mignolet', 'Simon'})",Liverpool,Goalkeeper,245,0,,0,5540,,4,,,,,,,,,,,,7.0,0.0,,,,18.0,,,,,,1349.0,,,,,,,,,,,,,0.0,0.0,22.612244897959183,0.0,0.0,0.0163265306122449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.506122448979592,0.0,0.0,0.0,0.0
"frozenset({'Milivojevic', 'Luka'})",Crystal Palace,Midfielder,51,12,56.0,1,2179,49.0,99,1.0,118.0,111.0,100.0,42.0,365.0,35.0,0.0,21.0,2.0,3.0,12.0,0.0,15.0,62.0,,3.0,277.0,278.0,77.0,70.0,37.0,161.0,,,,,,,,,,,,,0.23529411764705882,0.9607843137254902,42.72549019607843,0.0196078431372549,0.29411764705882354,1.9411764705882353,0.0196078431372549,2.3137254901960786,2.176470588235294,1.9607843137254901,7.1568627450980395,0.6862745098039216,0.058823529411764705,3.156862745098039,0.5238095238095238,0.4990990990990991,0.375,0.03571428571428571
"frozenset({'Milner', 'James'})",Liverpool,Midfielder,486,48,461.0,79,14077,2100.0,402,44.0,745.0,413.0,385.0,105.0,1547.0,285.0,1.0,139.0,13.0,41.0,56.0,2.0,160.0,79.0,,2.0,1690.0,2085.0,306.0,474.0,23.0,754.0,33.0,175.0,81.0,81.0,105000.0,61.0,70.0,82.0,77.0,77.0,78.0,https://sofifa.com/player/138412/james-milner/20/159586,0.09876543209876543,4.320987654320987,28.96502057613169,0.16255144032921812,0.3292181069958848,0.8271604938271605,0.09053497942386832,1.5329218106995885,0.8497942386831275,0.7921810699588477,3.183127572016461,0.5864197530864198,0.08436213991769548,1.551440329218107,0.3923076923076923,0.447682119205298,0.30151843817787416,0.028199566160520606
"frozenset({'Mitrovic', 'Aleksandar'})",Fulham,Forward,41,10,90.0,4,791,7.0,53,17.0,25.0,7.0,35.0,27.0,,,4.0,35.0,9.0,1.0,4.0,2.0,21.0,,,,,,,,,,,,78.0,,,,,,,,,,0.24390243902439024,0.17073170731707318,19.29268292682927,0.0975609756097561,0.5121951219512195,1.2926829268292683,0.4146341463414634,0.6097560975609756,0.17073170731707318,0.8536585365853658,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.3888888888888889,0.1
